kind,name,id,street,house_number,city,zipcode
government_office,משרד החוץ/שגרירות בדרום אפריקה,500106349,שד' יצחק רבין,9,ירושלים,9195000
government_office,משרד החינוך והתרבות/המשרד הראשי,500101282,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך והתרבות/חשבות,500105648,שבטי ישראל,29,ירושלים,9510552
government_office,משרד החינוך/אגף הבחינות,500101324,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/אגף לכלכלה ותקציבים,500101548,שבטי ישראל,34,ירושלים,9510557
government_office,"משרד החינוך/ביה""ס לעובדי הוראה",500101407,שבטי ישראל,34,ירושלים,9510557
government_office,"משרד החינוך/האגף לביטחון, בטיחות",500101555,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף להכשרה ולהשתלמו,500101373,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לחינוך התיישבות,500104732,השלושה,2,תל אביב -יפו,6706054
government_office,משרד החינוך/האגף לחינוך יסודי,500101308,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לחינוך מבוגרים,500101381,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לחינוך על יסודי,500101316,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לחינוך קדם יסוד,500101290,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לכוח אדם בהוראה,500101365,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף למדע ולטכנולוגי,500101530,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף למיכון ומערכות,500101563,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לשירותי חינוך,500101340,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לתוכניות לימודי,500101332,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לתרבות ולאמנות,500101431,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/האגף לתרבות תורנית,500101456,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/הטלויזיה החנוכית/חשב,500105762,קלוזנר,14,ירושלים,9338812
government_office,משרד החינוך/היחידה להכשרת מנהלים,500101399,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/היחידה לציור ותמריצי,500101415,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/המועצה הציבורית לתרב,500101449,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/המחלקה לישיבות,500101019,יפו,236,ירושלים,9438317
government_office,משרד החינוך/המחלקה לתנאי שירות,500101423,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/המינהל לפיתוח,500101480,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/המפעל להכשרת ילדי יש,500101571,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/הרשות לקליטת עליה,500101506,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/השירות הפסיכולוגי,500101357,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/חינוך התישבותי/חשבות,500105739,השלושה,2,תל אביב -יפו,6706054
government_office,משרד החינוך/חינוך עצמאי/חשבות,500105945,אדניהו הכהן,17,ירושלים,9534305
government_office,"משרד החינוך/טלויזה חינוכית-טח""י",500103544,קלוזנר,14,תל אביב -יפו,6901127
government_office,משרד החינוך/לשכת המדען- נירה כהן,500104591,דבורה הנביאה,2,ירושלים,9510402
government_office,משרד החינוך/מועצת המוזיאונים,500101472,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/מח' הבטחת הכנסה,500105481,כנפי נשרים,7,ירושלים,9546417
government_office,משרד החינוך/מינהל חברה ונוער,500101498,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/רשות הספורט והחינוך,500101522,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החינוך/רשת מעיין החינוך/חשב,500105820,כנפי נשרים,7,ירושלים,9546417
government_office,משרד החינוך/שירות הסרטים הישראלי,500101464,שבטי ישראל,34,ירושלים,9510557
government_office,משרד החקלאות/האגף לאשראי ופיתוח,500101696,ארניא,8,תל אביב,6107010
government_office,משרד החקלאות/האגף להגנת הצומח,500101720,ארניא,8,תל אביב,6107010
government_office,משרד החקלאות/האגף לשימור קרקע ונ,500101670,ארניא,8,תל אביב,6107010
government_office,משרד החקלאות/החטיבה להתישבות/חשב,500105929,המלך ג'ורג',48,ירושלים,9426218
government_office,משרד החקלאות/המחקר החקלאי/חשבות,500105689,ת. ד.,50250,בית דגן,5020000
government_office,משרד החקלאות/המרכז לשיתוף והדרכה,500101746,ארניא,8,תל אביב,6107010
government_office,משרד החקלאות/המשרד הראשי,500101654,תא דואר 00030,,בית דגן,5025001
government_office,משרד החקלאות/הרשות לתכנון ופיתוח,500101662,ארניא,8,תל אביב,6107010
government_office,משרד החקלאות/השרות הוטרינרי/חשב,500105754,ת. ד.,12,בית דגן,5020000
government_office,משרד החקלאות/השרותים הווטרינריים,500101738,ארניא,8,תל אביב,6107010
government_office,משרד החקלאות/חשבות,500105747,הלני המלכה,13,ירושלים,9199002
government_office,"משרד החקלאות/מה""ה -יחידות עסקיות",500106729,תא דואר 00006,,בית דגן,5025001
government_office,משרד החקלאות/מינהל ההשקעות בחקלא,500101712,ארניא,8,תל אביב,6107010
government_office,משרד החקלאות/מינהל המחקר החקלאי,500101688,ארניא,8,תל אביב -יפו,6107010
government_office,משרד החקלאות/מכון וולקני/נוה יער,500106745,,,רמת ישי,3009500
government_office,משרד החקלאות/מרכז וולקני,500104773,דרך המכבים,68,ראשון לציון,0
government_office,משרד החקלאות/משק המים/חשבות,500105937,המסגר,14,תל אביב -יפו,6777663
government_office,משרד החקלאות/שירות ההדרכה והמקצו,500101704,ארניא,8,תל אביב,6107010
government_office,משרד הכלכלה והתכנון/המשרד הראשי,500101829,קפלן,3,ירושלים,9195017
government_office,משרד הכלכלה/אזורי פיתוח,500103114,בנק ישראל,5,ירושלים,9419009
government_office,משרד הכלכלה/האגף לפיקוח כללי,500101852,קפלן,3,ירושלים,9195017
government_office,משרד הכלכלה/המדען הראשי ומינהל,500103098,בנק ישראל,5,ירושלים,9195021
government_office,משרד הכלכלה/המועצה לתכנון לאומי,500101845,קפלן,3,ירושלים,9195017
government_office,משרד הכלכלה/המטה לייעול המשק,500101860,קפלן,3,ירושלים,9195017
government_office,משרד הכלכלה/המשרד הראשי,500102926,בנק ישראל,5,ירושלים,9195021
government_office,משרד הכלכלה/הרשות להגבלים עסקיים,500103049,כנפי נשרים,22,ירושלים,9546434
government_office,משרד הכלכלה/הרשות לתכנון לאומי,500101837,קפלן,3,ירושלים,9195017
government_office,משרד הכלכלה/חשב,500105788,בנק ישראל,5,ירושלים,9195021
government_office,משרד הכלכלה/מינהל סחר חוץ,500103072,בנק ישראל,5,ירושלים,9419009
government_office,משרד הכלכלה/מנהל עסקים קטנים,500103064,בנק ישראל,5,ירושלים,9419009
government_office,משרד הכלכלה/מנהל תעשיות,500102934,בנק ישראל,5,ירושלים,9419009
government_office,משרד הכלכלה/מעבדה לאומית לפיסיק,500103148,אגרון,30,ירושלים,9419009
government_office,משרד הכלכלה/מרכז ההשקעות,500103056,בנק ישראל,5,ירושלים,9419009
government_office,משרד הכלכלה/עבודה,500102280,קפלן,2,ירושלים,9195016
government_office,משרד הכלכלה/ענף יהלומים ואבני חן,500102975,בורסת היהלומים,,רמת גן,0
government_office,משרד הכלכלה/ענף מינהל סביבה ופית,500102959,בנק ישראל,5,ירושלים,9195021
government_office,משרד הכלכלה/ענף מינהל תעשיות,500102942,בנק ישראל,5,ירושלים,9195021
government_office,משרד הכלכלה/רשם אגודות שיתופיות,500106398,מקור חיים תלפיות,35,ירושלים,0
government_office,משרד הכלכלה/תכנון וכלכלה,500103106,גן הורדים,,ירושלים,0
government_office,משרד המדע והטכנולוגיה/המשרד הראש,500101878,"קרית הממשלה, מזרח י",,ירושלים,0
